0,0.6947756,0.65946245,0.65272164,0.742,0.81,35.313103
100,0.3007455,0.26235837,0.2630467,0.869,0.877,38.387115
200,0.26982027,0.23722151,0.2409272,0.885,0.885,32.598747
300,0.22531259,0.19497384,0.1977336,0.916,0.912,30.338747
400,0.07426147,0.038435813,0.039485447,0.996,0.995,35.825653
500,0.044225007,0.0076481123,0.008224828,1.0,1.0,36.576893
600,0.038242422,0.004370387,0.0048350897,1.0,1.0,33.872032
700,0.03469462,0.003211896,0.0035807912,1.0,1.0,31.482721
800,0.03206946,0.002627187,0.0029422154,1.0,1.0,29.44227
900,0.02987303,0.0022534367,0.0025293073,1.0,1.0,27.61959
1000,0.027950974,0.0019856212,0.0022405398,1.0,1.0,25.965353
1100,0.026238238,0.0017418962,0.001969766,1.0,1.0,24.496342
1200,0.024956934,0.0015624472,0.0017668386,1.0,1.0,23.394487
1300,0.023845574,0.0014274822,0.0016183164,1.0,1.0,22.41809
1400,0.022929577,0.0013246977,0.0015015652,1.0,1.0,21.604877
1500,0.022102518,0.0012465011,0.0014130307,1.0,1.0,20.856016
1600,0.021326799,0.0011813942,0.0013372571,1.0,1.0,20.145405
1700,0.020507533,0.0011352687,0.001287982,1.0,1.0,19.372263
1800,0.019718539,0.0010966111,0.0012471016,1.0,1.0,18.621925
1900,0.019035581,0.0010786201,0.0012287197,1.0,1.0,17.95696
2000,0.018465115,0.0010502634,0.0011950076,1.0,1.0,17.41485
2100,0.01797281,0.0010289829,0.0011685076,1.0,1.0,16.943827
2200,0.017535426,0.00101394,0.0011492898,1.0,1.0,16.521484
2300,0.017126659,0.000995531,0.0011258088,1.0,1.0,16.131126
2400,0.016745469,0.0009764164,0.0011009616,1.0,1.0,15.769051
2500,0.016450517,0.0009548862,0.0010743215,1.0,1.0,15.495629
2600,0.016150296,0.0009426271,0.0010592116,1.0,1.0,15.207668
2700,0.01583769,0.00091855426,0.0010334199,1.0,1.0,14.919135
2800,0.015544855,0.00089861936,0.0010121564,1.0,1.0,14.646235
2900,0.01525453,0.000887911,0.0009996352,1.0,1.0,14.366618
3000,0.0150057245,0.00087777484,0.0009872256,1.0,1.0,14.127949
3100,0.014789797,0.00085038925,0.0009601947,1.0,1.0,13.939408
3200,0.014540371,0.00083771953,0.0009450576,1.0,1.0,13.702651
3300,0.014289728,0.00082564785,0.00093205844,1.0,1.0,13.46408
3400,0.013971431,0.00082009996,0.0009267734,1.0,1.0,13.15133
3500,0.013726685,0.0007834604,0.00088154926,1.0,1.0,12.943224
3600,0.013382871,0.00075652386,0.0008499681,1.0,1.0,12.626347
3700,0.01314379,0.000742562,0.00083584734,1.0,1.0,12.401227
3800,0.012950743,0.0007318164,0.00082196883,1.0,1.0,12.218925
3900,0.012794905,0.00072679884,0.0008163684,1.0,1.0,12.068107
4000,0.012631713,0.00072415324,0.0008122085,1.0,1.0,11.907559
4100,0.012478405,0.00072113454,0.00080850034,1.0,1.0,11.75727
4200,0.012325782,0.0007115647,0.0007980669,1.0,1.0,11.614217
4300,0.012210742,0.0006972657,0.00077649235,1.0,1.0,11.513475
4400,0.012154877,0.00068757555,0.0007644548,1.0,1.0,11.4673
4500,0.012113082,0.0006832824,0.0007589911,1.0,1.0,11.429799
4600,0.012058391,0.00068023993,0.0007552741,1.0,1.0,11.378151
4700,0.012012575,0.00067811244,0.00075078406,1.0,1.0,11.334461
4800,0.0119546335,0.00067639514,0.00075108145,1.0,1.0,11.278237
4900,0.011917333,0.00067421584,0.0007476852,1.0,1.0,11.243116
5000,0.01187812,0.0006732091,0.00074683764,1.0,1.0,11.20491
5100,0.011854015,0.00067219575,0.0007456142,1.0,1.0,11.181819
5200,0.011810631,0.0006705705,0.0007427218,1.0,1.0,11.140059
5300,0.011773119,0.0006695467,0.0007411022,1.0,1.0,11.103572
5400,0.011727789,0.00066786626,0.0007406554,1.0,1.0,11.059922
5500,0.011690956,0.0006670347,0.00073820114,1.0,1.0,11.02392
5600,0.011647975,0.0006657293,0.0007352718,1.0,1.0,10.982245
5700,0.011606495,0.00066520437,0.00073569367,1.0,1.0,10.94129
5800,0.011556722,0.000663853,0.0007349759,1.0,1.0,10.892868
5900,0.0115084015,0.0006628536,0.00073261705,1.0,1.0,10.845547
6000,0.011448335,0.00065939955,0.00072884734,1.0,1.0,10.788935
6100,0.011410532,0.00064446166,0.0007070501,1.0,1.0,10.766069
6200,0.011267376,0.0006389634,0.00070036604,1.0,1.0,10.628412
6300,0.0112373205,0.00061758206,0.0006737503,1.0,1.0,10.619738
6400,0.011216087,0.0006105306,0.00066486106,1.0,1.0,10.6055565
6500,0.011203427,0.00060754025,0.00066002464,1.0,1.0,10.595886
6600,0.011183081,0.00060448813,0.00065823965,1.0,1.0,10.578592
6700,0.011174281,0.00060282333,0.0006567491,1.0,1.0,10.571457
6800,0.011155237,0.0006009483,0.000654382,1.0,1.0,10.554289
6900,0.011144059,0.00059899944,0.00065251446,1.0,1.0,10.545058
7000,0.011129909,0.0005968806,0.00065058866,1.0,1.0,10.533028
7100,0.011119614,0.0005957408,0.00064943737,1.0,1.0,10.523873
7200,0.01110531,0.00059465825,0.00064691255,1.0,1.0,10.510652
7300,0.011097667,0.00059255486,0.0006466815,1.0,1.0,10.505112
7400,0.011085766,0.00058945676,0.00064284244,1.0,1.0,10.496309
7500,0.011079445,0.00058856164,0.0006410782,1.0,1.0,10.490883
7600,0.011066609,0.00058861263,0.0006409448,1.0,1.0,10.477996
7700,0.011065819,0.00058626157,0.00063980126,1.0,1.0,10.479557
7800,0.011055094,0.00058056903,0.000635711,1.0,1.0,10.4745245
7900,0.011053614,0.0005783082,0.00063352747,1.0,1.0,10.475306
8000,0.011050867,0.00057683274,0.00063124206,1.0,1.0,10.474034
8100,0.011050761,0.0005754248,0.0006292214,1.0,1.0,10.475335
8200,0.011045828,0.0005763014,0.00062862324,1.0,1.0,10.469526
8300,0.0110476315,0.0005735744,0.0006289512,1.0,1.0,10.474056
8400,0.011043018,0.00057362486,0.0006265518,1.0,1.0,10.469393
8500,0.0110487845,0.00057254033,0.0006266478,1.0,1.0,10.476243
8600,0.011042792,0.0005710828,0.00062309584,1.0,1.0,10.471709
